City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Bria,CF,6.5423,21.9863,71.87,80,48,2.62,scattered clouds
333,Villiers,ZA,-27.0303,28.6006,46.06,88,78,4.43,broken clouds
334,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.67,97,59,2.48,broken clouds
335,Nanortalik,GL,60.1432,-45.2371,35.73,92,99,8.34,overcast clouds
336,Seymchan,RU,62.8833,152.4333,47.61,56,100,10.33,overcast clouds
337,Jacareacanga,BR,-6.2222,-57.7528,77.49,67,11,1.34,few clouds
338,Lahat,ID,-3.8,103.5333,71.76,96,76,1.99,broken clouds
339,Doha,QA,25.2867,51.5333,91.38,19,0,13.8,clear sky
340,Balkanabat,TM,39.5108,54.3671,71.01,32,15,13.89,few clouds
341,Metro,ID,-5.1131,105.3067,74.17,94,78,3.78,broken clouds
342,Thanh Hoa,VN,19.8,105.7667,76.89,95,94,1.5,overcast clouds
343,Iracoubo,GF,5.4802,-53.2011,76.8,89,100,5.66,overcast clouds
344,Florianopolis,BR,-27.6146,-48.5012,63.63,80,0,6.91,clear sky
